"UF","Cidade","Data","Dados da apreensão","Tipo penal"
"SP","São José do Rio Preto",23/08/2016,"PASSARO DE NOME POPILAR PINTASILGO.;PASSARO DE NOME POPILAR PINTASILGO.;PÁSSARO DE NOME POPULAR COLEIRINHA PAPA-CAPIM.;PÁSSARO DE NOME POPULAR COLEIRINHA PAPA-CAPIM.;PÁSSAROS DE NOME POPULAR CURIÓ.;PÁSSAROS DE NOME POPULAR CURIÓ.;SENDO, 02 PÁSSAROS DA ESPÉCIE SALTATOR SIMILIS (TRINCA-FERRO) E 01 PÁSSARO DA ESPÉCIE SPOROPHILA CAERULESCENS (PAPA-CAPIM).;SENDO, 02 PÁSSAROS DA ESPÉCIE SALTATOR SIMILIS (TRINCA-FERRO) E 01 PÁSSARO DA ESPÉCIE SPOROPHILA CAERULESCENS (PAPA-CAPIM).","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",27/08/2016,"- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 053099. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 053099. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 176160. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 176160. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 176161. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 176161. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 176163. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) CANÁRIO DA TERRA, COM ANILHA IBAMA Nº 176163. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) PÁSSARO ""TEMPERO VIOLA"", COM ANILHA SOSP Nº 349. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) PÁSSARO ""TEMPERO VIOLA"", COM ANILHA SOSP Nº 349. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) PÁSSARO ""TRAUMA GRANDE"", COM ANILHA SOSP Nº 127. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) PÁSSARO ""TRAUMA GRANDE"", COM ANILHA SOSP Nº 127. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) PÁSSARO ""TRINCA FERRO"", COM ANILHA IBAMA Nº 481814. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.;- 01 (UM) PÁSSARO ""TRINCA FERRO"", COM ANILHA IBAMA Nº 481814. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 160.657, AUTO DE INFRAÇÃO 333.737.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",28/08/2016,"- 01 (UM) PÁSSARO DA ESPÉCIE ""IRAÚNA-GRANDE"". INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161624, AUTO DE INFRAÇÃO 333.934.;- 01 (UM) PÁSSARO DA ESPÉCIE ""IRAÚNA-GRANDE"". INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161624, AUTO DE INFRAÇÃO 333.934.","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"PR","Foz do Iguaçu",31/08/2016,"PAPAGAIO (AMAZONA AESTIVA);PAPAGAIO (AMAZONA AESTIVA);PAPAGAIO (AMAZONA AESTIVA)","Art.29,§1°,III, Lei 9605/1998;Art.297, Código Penal;Art.304, Código Penal"
"RO","Guajará-Mirim",31/08/2016,"UM MACACO-PREGO, COM 04 (QUATRO) ANOS DE IDADE, SEGUNDO INFORMAÇÃO DO DONO ANTONIO EVANGELISTA GUANICHAVA","Art.29, Lei 9605/1998"
"RJ","Nova Iguacu",02/09/2016,"1 (UM) CIGARRA VERDADEIRA, COM RESPECTIVA GAIOLA;;1 (UM) COLEIRO PAPA-CAPIM, COM A RESPECTIVA GAIOLA;;1 (UM) SABIÁ LARANJA (MORTO), COM RESPECTIVA GAIOLA;;2 (DOIS) PAPAGAIOS VERDADEIROS; ESTANDO AMBOS NA MESMA GAIOLA;;3 (TRÊS) CANÁRIOS DA TERRA; REFERIDOS PÁSSAROS SE ENCONTRAVAM DIVIDIDOS EM DUAS GAIOLAS;;4 (QUATRO) CURIÓS ANILHADOS SOB OS NÚMEROS: RNT 0913 - 2,6 - 143; SISPASS RJA 2,6 - 010109; ADR 041; EVANDRO 0809 - 060; ESTANDO TODOS NA MESMA GAIOLA.;4 (QUATRO) TIZIUS; ESTANDO TODOS NA MESMA GAIOLA;;5 (CINCO) COLEIROS PARDOS; REFERIDOS PÁSSAROS SE ENCONTRAVAM DIVIDIDOS EM TRÊS GAIOLAS;;9 (NOVE) TRINCA-FERROS, SENDO 3 (TRÊS) SEM ANILHAS; E, 6 (SEIS) ANILHADOS SOB OS NÚMEROS: SISPASS 3,5 RJA 29600; IBAMA OA 3,5 - 550208; IBAMA OA 3,5 - 195838; IBAMA OA 3,5 - 445082; IBAMA OA 3,5 - 194655; E IBAMA 0203 - 3,5 - 012; TODOS OS PÁSSAROS ESTAVAM NAS RESPECTIVAS GAIOLAS.","-;-;-;-;-;-;-;-;-"
"SP","São José do Rio Preto",04/09/2016,"- 01 (UM) CANÁRIO DA TERRA. INFORMAÇÃO OBTIDA JUNTO AO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161669, AUTO DE INFRAÇÃO Nº 334080;;- 01 (UM) CANÁRIO DA TERRA. INFORMAÇÃO OBTIDA JUNTO AO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161669, AUTO DE INFRAÇÃO Nº 334080;","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","Cruzeiro",06/09/2016,"03 PÁSSAROS POSSIVELMENTE ""TRINCA-FERRO"", CADA UM EM UMA GAIOLA, SENDO QUE UM DELES ESTÁ COM A ANILHA Nº 278308, OUTRO COM A ANILHA Nº 521030 E UM SEM ANILHA.;03 PÁSSAROS POSSIVELMENTE ""TRINCA-FERRO"", CADA UM EM UMA GAIOLA, SENDO QUE UM DELES ESTÁ COM A ANILHA Nº 278308, OUTRO COM A ANILHA Nº 521030 E UM SEM ANILHA.","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",06/09/2016,"SENDO, 5 PÁSSAROS DE NOME POPULAR CANÁRIO-DA-TERRA; 4 PÁSSAROS DE NOME POPULAR COLEIRINHO PAPA-CAPIM; 2 PÁSSAROS DE NOME POPULAR PÁSSARO PRETO E 1 PÁSSARO DE NOME POPULAR GALO-DA-CAMPINA.;SENDO, 5 PÁSSAROS DE NOME POPULAR CANÁRIO-DA-TERRA; 4 PÁSSAROS DE NOME POPULAR COLEIRINHO PAPA-CAPIM; 2 PÁSSAROS DE NOME POPULAR PÁSSARO PRETO E 1 PÁSSARO DE NOME POPULAR GALO-DA-CAMPINA.","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",08/09/2016,"PÁSSAROS DE NOME POPULAR CURIÓ.;PÁSSAROS DE NOME POPULAR CURIÓ.","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","São Sebastião",09/09/2016,"04 TRINCA-FERRO-VERDADEIROS (SALTATOR SIMILIS) SENDO UMA (1) FÊMEA COM ANILHA FECHADA, IBAMA OA 3.5 220596; E TRÊS (3) MACHOS COM AS ANILHAS FECHADAS: SISPASS 3.5 SPA 064784; IBAMA OA 3.5 557371;  SISPASS 3.5 SPA 111982;04 TRINCA-FERRO-VERDADEIROS (SALTATOR SIMILIS) SENDO UMA (1) FÊMEA COM ANILHA FECHADA, IBAMA OA 3.5 220596; E TRÊS (3) MACHOS COM AS ANILHAS FECHADAS: SISPASS 3.5 SPA 064784; IBAMA OA 3.5 557371;  SISPASS 3.5 SPA 111982","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,I, Código Penal"
"SP","São José do Rio Preto",12/09/2016,"PÁSSAROS CANÁRIOS DA TERRA.;PÁSSAROS CANÁRIOS DA TERRA.;SENDO 1 PASSÁRO DA ESPÉCIENOME GALO DA CAMPINA E 1 PÁSSARO DA ESPÉCIENOME BICO DE PIMENTA.;SENDO 1 PASSÁRO DA ESPÉCIENOME GALO DA CAMPINA E 1 PÁSSARO DA ESPÉCIENOME BICO DE PIMENTA.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",13/09/2016,"- 01 (UM) PÁSSARO ""TRINCA-FERRO"". INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.743, AUTO DE INFRAÇÃO 334.147.;- 01 (UM) PÁSSARO ""TRINCA-FERRO"". INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.743, AUTO DE INFRAÇÃO 334.147.","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
"SP","Araraquara",14/09/2016,"CORRUPIÃO (ICTERUS JAMACAII);CORRUPIÃO (ICTERUS JAMACAII);PAPA-CAPIM (SPOROPHILA CAERULESCENS);PAPA-CAPIM (SPOROPHILA CAERULESCENS)","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",15/09/2016,"- 01 (UM) PÁSSARO CONHECIDO COMO ""COLEIRO DO BREJO"", SEM ANILHA. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.751, AUTO DE INFRAÇÃO 339.358.;- 01 (UM) PÁSSARO CONHECIDO COMO ""COLEIRO DO BREJO"", SEM ANILHA. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.751, AUTO DE INFRAÇÃO 339.358.;- 02 (DOIS) PÁSSAROS CONHECIDOS COMO ""BIGODINHO"", COM ANILHA IBAMA 260355 E IBAMA 229215. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.751, AUTO DE INFRAÇÃO 339.358.;- 02 (DOIS) PÁSSAROS CONHECIDOS COMO ""BIGODINHO"", COM ANILHA IBAMA 260355 E IBAMA 229215. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.751, AUTO DE INFRAÇÃO 339.358.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São Paulo",15/09/2016,"03 AVES (ESPÉCIE PINTAGOL - NOME CIENTÍFICO: SPORAGRA MAGELLANICA X SERINUS CANARIA), QUE FORAM ENTREGUES NO PARQUE ECOLÓGICO TIETÊ  CRAS-PET (RUA GUIRA ACANGATARA, 70 - CEP 03719-000), CONFORME CONSTA NO DOCUMENTO-RECIBO ""FICHA-CONTROLE DE ENTRADA DE ANIMAIS"", CÓPIA ANEXA.;03 AVES (ESPÉCIE PINTAGOL - NOME CIENTÍFICO: SPORAGRA MAGELLANICA X SERINUS CANARIA), QUE FORAM ENTREGUES NO PARQUE ECOLÓGICO TIETÊ  CRAS-PET (RUA GUIRA ACANGATARA, 70 - CEP 03719-000), CONFORME CONSTA NO DOCUMENTO-RECIBO ""FICHA-CONTROLE DE ENTRADA DE ANIMAIS"", CÓPIA ANEXA.;03 AVES (ESPÉCIE PINTAGOL - NOME CIENTÍFICO: SPORAGRA MAGELLANICA X SERINUS CANARIA), QUE FORAM ENTREGUES NO PARQUE ECOLÓGICO TIETÊ  CRAS-PET (RUA GUIRA ACANGATARA, 70 - CEP 03719-000), CONFORME CONSTA NO DOCUMENTO-RECIBO ""FICHA-CONTROLE DE ENTRADA DE ANIMAIS"", CÓPIA ANEXA.;CANARIO-DA-TERRA - SICALIS FLAVEOLA SSP.;CANARIO-DA-TERRA - SICALIS FLAVEOLA SSP.;CANARIO-DA-TERRA - SICALIS FLAVEOLA SSP.;COLEIRINHA - SPOROPHILA CAURULESCENS.;COLEIRINHA - SPOROPHILA CAURULESCENS.;COLEIRINHA - SPOROPHILA CAURULESCENS.;CURIÓ - SPOROPHILA ANGOLENSIS.;CURIÓ - SPOROPHILA ANGOLENSIS.;CURIÓ - SPOROPHILA ANGOLENSIS.;PAPA-CAPIM - SPOROPHILA NIGRICOLLIS;PAPA-CAPIM - SPOROPHILA NIGRICOLLIS;PAPA-CAPIM - SPOROPHILA NIGRICOLLIS;PAPAGAIO VERDADEIRO , ENTREGUE NO PARQUE ECOLOGICO DO TIETÊ, FICHA DE CONTROLE DE ENTRADA DE ANIMAIS Nº 23.866.;PAPAGAIO VERDADEIRO , ENTREGUE NO PARQUE ECOLOGICO DO TIETÊ, FICHA DE CONTROLE DE ENTRADA DE ANIMAIS Nº 23.866.;PAPAGAIO VERDADEIRO , ENTREGUE NO PARQUE ECOLOGICO DO TIETÊ, FICHA DE CONTROLE DE ENTRADA DE ANIMAIS Nº 23.866.;PAPAGAIO-VERDADEIRO - AMAZONA AESTIVA AESTIVA.;PAPAGAIO-VERDADEIRO - AMAZONA AESTIVA AESTIVA.;PAPAGAIO-VERDADEIRO - AMAZONA AESTIVA AESTIVA.;PICHARRO - SALLATOR SIMILIS.;PICHARRO - SALLATOR SIMILIS.;PICHARRO - SALLATOR SIMILIS.;POMBA-DE-COLEIRA - STREPTOPELIA DECAOCTO.;POMBA-DE-COLEIRA - STREPTOPELIA DECAOCTO.;POMBA-DE-COLEIRA - STREPTOPELIA DECAOCTO.;PÁSSARO ""BICUDO"", ACONDICIONADO EM GAIOLA.;PÁSSARO ""BICUDO"", ACONDICIONADO EM GAIOLA.;PÁSSARO ""BICUDO"", ACONDICIONADO EM GAIOLA.;PÁSSARO ""CANÁRIO DA TERRA"", ACONDICIONADO EM GAIOLA.;PÁSSARO ""CANÁRIO DA TERRA"", ACONDICIONADO EM GAIOLA.;PÁSSARO ""CANÁRIO DA TERRA"", ACONDICIONADO EM GAIOLA.;PÁSSARO ""TRINCA FERRO"", ACONDICIONADOS EM GAIOLAS SEPARADAS. (PICHARRO);PÁSSARO ""TRINCA FERRO"", ACONDICIONADOS EM GAIOLAS SEPARADAS. (PICHARRO);PÁSSARO ""TRINCA FERRO"", ACONDICIONADOS EM GAIOLAS SEPARADAS. (PICHARRO);SABIA-LARANJEIRA - TURDUS RUFIVENTRIS.;SABIA-LARANJEIRA - TURDUS RUFIVENTRIS.;SABIA-LARANJEIRA - TURDUS RUFIVENTRIS.;SABIÁ-POCA - TURDUS AMAUROCHALINUS.;SABIÁ-POCA - TURDUS AMAUROCHALINUS.;SABIÁ-POCA - TURDUS AMAUROCHALINUS.","Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.288, Código Penal;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.29, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998;Art.32, Lei 9605/1998"
"PA","Marabá",20/09/2016,"5 CABEÇAS DE ONÇA PINTADA; DIVERSAS PATAS; 5 ROLOS DE PELE DE ONÇA PINTADA; 4 CRÂNIOS DE FELINO;5 CABEÇAS DE ONÇA PINTADA; DIVERSAS PATAS; 5 ROLOS DE PELE DE ONÇA PINTADA; 4 CRÂNIOS DE FELINO","Art.288, Código Penal;Art.29,§1°,I, Lei 9605/1998"
"DF","Brasília",21/09/2016,"CHOPIM (MOLOTHRUS BONARIENSIS);GALO DA CAMPINA (PAROARIA DOMINICANA);SABIÁ-BARRANCO (TURDUS LEUCOMELAS);SABIÁ-DA-MATA (TURDUS FUMIGATUS);SABIÁ-LARANJEIRA (TURDUS RUFIVENTRIS);SABIÁ-PACA (TURDUS AMAUROCHALINUS);TUIM (FORPUS XANTHOPTERYGIUS)","Art.180, Código Penal;Art.180, Código Penal;Art.180, Código Penal;Art.180, Código Penal;Art.180, Código Penal;Art.180, Código Penal;Art.180, Código Penal"
"SP","São José dos Campos",22/09/2016,"SEIS (06) AVES, DA ESPÉCIE ""TRINCA-FERRO-VERDADEIRO"", COM AS RESPECTIVAS ANILHAS: IBAMA 0405 3,5 077482, IBAMA OA 3,5 229754, IBAMA OA 3,5 299580, IBAMA OA 3,5 555071, SISPASS 3,5 SPA 103528, SISPASS 3,5 SPA 103527, OS QUAIS ENCONTRAM-SE CADA UM EM UMA GAIOLA.;SEIS (06) AVES, DA ESPÉCIE ""TRINCA-FERRO-VERDADEIRO"", COM AS RESPECTIVAS ANILHAS: IBAMA 0405 3,5 077482, IBAMA OA 3,5 229754, IBAMA OA 3,5 299580, IBAMA OA 3,5 555071, SISPASS 3,5 SPA 103528, SISPASS 3,5 SPA 103527, OS QUAIS ENCONTRAM-SE CADA UM EM UMA GAIOLA.","Art.29,§1°,III, Lei 9605/1998;Art.40,§°, Lei 9605/1998"
"SP","São José do Rio Preto",23/09/2016,"- 01 (UM) PÁSSARO CONHECIDO COMO ""CANÁRIO DA  TERRA"", COM ANILHA IBAMA OA 309883. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""CANÁRIO DA  TERRA"", COM ANILHA IBAMA OA 309883. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""PAPA CAPIM"", COM ANILHA IBAMA OA 172738. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""PAPA CAPIM"", COM ANILHA IBAMA OA 172738. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""PAPA CAPIM"", COM ANILHA IBAMA OA 228545. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""PAPA CAPIM"", COM ANILHA IBAMA OA 228545. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""PAPA CAPIM"", COM ANILHA IBAMA OA 261683. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""PAPA CAPIM"", COM ANILHA IBAMA OA 261683. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""TEMPERA VIOLA"", COM ANILHA IBAMA OA 124029. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""TEMPERA VIOLA"", COM ANILHA IBAMA OA 124029. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""TEMPERA VIOLA"", COM ANILHA IBAMA OA 496795. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.;- 01 (UM) PÁSSARO CONHECIDO COMO ""TEMPERA VIOLA"", COM ANILHA IBAMA OA 496795. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO, VINCULADO AO BOPAMB 161.827, AUTO DE INFRAÇÃO 339.353.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"SP","São José do Rio Preto",26/09/2016,"- 01 (UM) PÁSSARO ""IRAÚNA GRANDE"", ANILHA 2682000 SOSP522. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""IRAÚNA GRANDE"", ANILHA 2682000 SOSP522. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""IRAÚNA GRANDE"", ANILHA 2682000 SOSP524. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""IRAÚNA GRANDE"", ANILHA 2682000 SOSP524. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""SABIÁ LARANJEIRA"", ANILHA IBAMA OA 4.0 108006. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""SABIÁ LARANJEIRA"", ANILHA IBAMA OA 4.0 108006. INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""TRINCA-FERRO"", ANILHA SOS 26-7-99165 (TEMPERA VIOLA). INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.;- 01 (UM) PÁSSARO ""TRINCA-FERRO"", ANILHA SOS 26-7-99165 (TEMPERA VIOLA). INFORMAÇÃO EXTRAÍDA DO TERMO DE APREENSÃO VINCULADO AO BOPAMB 161.851 E AUTO DE INFRAÇÃO AMBIENTAL 334.135.","Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal;Art.296,§1°,III, Código Penal"
"RS","Uruguaiana",27/09/2016,"02 (DOIS) PÁSSAROS DE NOME CIENTÍFICO PAROARIA CORONATA, NOME COMUM CARDEAL, SEXO MASCULINO, UM NASCIDO EM 09092006, COM ANILHA FECHADA DE CÓDIGO IBAMA 0405 3,5 069545, OUTRO NASCIDO EM 25122010, COM ANILHA FECHADA DE CÓDIGO IBAMA OA 3,5 328703.","Art.29,§1°,III, Lei 9605/1998"
"SP","Sorocaba",28/09/2016,"UMA GAIOLA CONTENDO EM SEU INTERIOR APROXIMADAMENTE QUARENTA PÁSSAROS DE CORES PREDOMINANTEMENTE VERMELHA E PRETA;;UMA GAIOLA CONTENDO EM SEU INTERIOR APROXIMADAMENTE QUARENTA PÁSSAROS DE CORES PREDOMINANTEMENTE VERMELHA E PRETA;;UMA GAIOLA CONTENDO EM SEU INTERIOR APROXIMADAMENTE QUARENTA PÁSSAROS DE CORES PREDOMINANTEMENTE VERMELHA E PRETA;","Art.31, Lei 9605/1998;Art.32,§2°, Lei 9605/1998;Art.334,§1°,C, Código Penal"
"SP","São José do Rio Preto",30/09/2016,"PÁSSAROS, SENDO 2 CURIÓS E 1 COLEIRO-DO-BREJO;PÁSSAROS, SENDO 2 CURIÓS E 1 COLEIRO-DO-BREJO","Art.29,§1°,III, Lei 9605/1998;Art.296,§1°,III, Código Penal"
